"AGEP","COW","JWMNP","LANX","MAR","SEX","WKHP","DIS","PERNP","Hispanic","Stem","Education","Region","CIT2","RAC"
59,1,45,2,1,2,38,2,55000,0,"NoDeg",12,"Madison and Dane County",1,1
53,1,35,2,5,1,45,2,89000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
45,1,10,2,4,1,40,2,16000,0,"NoDeg",12,"West Central Wisconsin",1,1
25,1,15,2,5,1,40,2,25300,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
54,1,15,2,2,2,40,2,24000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
32,1,35,2,5,1,40,2,52300,0,"NoDeg",13,"East Central Wisconsin ",1,1
53,4,30,2,1,1,70,2,366000,0,"Yes",18,"Waukesha County",1,1
53,1,20,2,3,2,60,2,80000,0,"NoDeg",12,"Madison and Dane County",1,1
53,1,60,2,1,1,40,2,86000,0,"Yes",16,"Northwest Wisconsin",1,1
63,1,15,2,1,1,15,2,14200,0,"No",18,"Northwest Wisconsin",1,1
43,1,75,2,1,1,40,2,65000,0,"NoDeg",14,"Southwest and South Central Wisconsin ",1,1
39,1,1,2,1,2,40,2,60000,0,"Yes",16,"Madison and Dane County",1,1
30,1,5,2,5,1,50,2,26000,0,"NoDeg",12,"West Central Wisconsin",1,1
40,1,20,2,1,1,48,2,68000,0,"NoDeg",14,"West Central Wisconsin",1,1
40,1,30,2,1,1,40,2,47000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
54,6,1,2,1,1,50,2,40000,0,"NoDeg",14,"East Central Wisconsin",1,1
51,6,1,2,1,2,40,2,52000,0,"Yes",18,"Madison and Dane County",1,1
54,1,30,2,1,2,40,2,30000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
43,1,15,2,3,2,40,2,9400,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
54,1,35,2,1,1,50,2,70000,0,"NoDeg",12,"West Central Wisconsin",1,1
46,1,25,2,1,2,40,2,28000,0,"NoDeg",14,"Central Wisconsin ",1,1
52,3,5,2,1,1,40,2,19000,0,"NoDeg",13,"Northeast Wisconsin ",1,3
27,1,20,2,1,2,40,2,40000,0,"No",16,"Milwaukee County",1,1
65,1,20,2,4,1,25,2,6000,0,"No",18,"Southeast Wisconsin ",1,1
51,1,15,2,5,2,20,1,4000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
40,1,15,2,1,2,40,2,45000,0,"NoDeg",14,"Green Bay",1,1
56,1,10,2,1,1,32,2,70600,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
59,1,5,2,1,1,43,2,50000,0,"NoDeg",13,"Northwest Wisconsin",1,1
67,1,1,2,1,1,40,2,103000,0,"No",16,"Southeast Wisconsin ",1,1
32,1,20,2,5,2,42,2,15000,0,"No",16,"West Central Wisconsin",1,1
52,1,1,2,1,1,60,2,170000,0,"NoDeg",14,"West Central Wisconsin",1,1
47,1,25,2,5,2,37,2,45000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
47,1,15,2,1,1,55,2,85000,0,"NoDeg",12,"East Central Wisconsin ",1,1
52,1,5,2,1,1,40,2,60000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
51,1,20,2,1,2,40,2,29000,0,"NoDeg",14,"Northeast Wisconsin ",1,1
48,6,15,2,3,1,40,2,18000,0,"NoDeg",9,"West Central Wisconsin",1,1
35,4,20,2,1,2,40,2,40000,0,"No",16,"Southwest and South Central Wisconsin",1,1
47,3,7,2,1,2,44,2,75000,0,"No",18,"West Central Wisconsin",1,1
61,1,20,2,1,1,60,2,110000,0,"No",16,"Southwest and South Central Wisconsin",1,1
44,6,1,2,1,1,70,2,66000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
32,1,1,2,3,2,85,2,21000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
24,1,1,2,5,1,32,2,14800,0,"NoDeg",14,"West Central Wisconsin",1,1
37,1,18,2,5,1,55,2,50000,0,"NoDeg",13,"Central Wisconsin ",1,1
42,1,20,2,1,1,50,2,96000,0,"NoDeg",13,"Green Bay",1,1
65,1,40,2,3,2,32,2,33000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
39,1,5,2,3,1,45,2,42000,0,"NoDeg",13,"Central Wisconsin ",1,1
61,1,15,2,1,1,20,2,10000,0,"NoDeg",13,"West Central Wisconsin",1,1
49,2,25,2,5,2,40,2,69000,0,"No",18,"Milwaukee County",1,1
51,1,5,2,5,2,40,2,28700,0,"NoDeg",13,"Milwaukee County",1,1
51,1,20,2,3,2,40,2,49000,0,"NoDeg",12,"East Central Wisconsin ",1,1
52,1,10,2,1,1,40,2,39500,0,"No",16,"Southeast Wisconsin ",1,1
53,1,30,2,3,1,30,1,12000,0,"NoDeg",12,"Milwaukee City",1,2
55,1,7,2,5,1,45,2,40800,0,"NoDeg",12,"Milwaukee County",1,1
58,1,30,2,3,2,40,2,31000,0,"NoDeg",12,"West Central Wisconsin",1,1
72,6,8,2,1,1,2,2,2500,0,"NoDeg",12,"West Central Wisconsin",1,1
25,2,22,2,5,1,40,2,50000,1,"NoDeg",13,"Southeast Wisconsin ",1,1
44,1,15,2,1,2,45,2,102000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
46,2,20,2,1,2,40,2,33000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
63,1,146,2,1,1,60,1,32000,0,"NoDeg",12,"Northwest Wisconsin",1,1
57,1,20,2,4,2,40,2,13600,0,"NoDeg",13,"Southeast Wisconsin ",1,2
50,1,17,2,3,2,40,2,20000,0,"NoDeg",12,"West Central Wisconsin",1,1
57,7,1,2,1,2,40,2,36000,0,"NoDeg",13,"Northwest Wisconsin",1,1
31,1,5,2,1,2,25,2,23000,0,"NoDeg",14,"East Central Wisconsin",1,1
61,7,2,2,1,1,40,2,28000,0,"NoDeg",12,"East Central Wisconsin",1,1
45,1,10,2,1,1,40,2,36000,0,"NoDeg",12,"West Central Wisconsin",1,1
48,1,30,2,1,1,40,2,45000,0,"NoDeg",12,"East Central Wisconsin",1,1
59,1,40,2,1,2,40,2,32000,0,"NoDeg",12,"West Central Wisconsin",1,1
57,3,1,2,3,1,50,2,173000,0,"NoDeg",12,"West Central Wisconsin",1,1
45,1,2,2,5,1,55,2,68000,0,"NoDeg",12,"West Central Wisconsin",1,1
56,1,5,2,5,1,20,2,14000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
34,1,40,2,1,1,40,2,60000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
34,1,50,2,1,1,40,2,63000,0,"NoDeg",13,"West Central Wisconsin",1,1
75,6,1,2,1,1,80,1,266000,0,"NoDeg",12,"West Central Wisconsin",1,1
56,1,40,2,2,2,45,2,123000,0,"Yes",16,"West Central Wisconsin",1,1
55,3,30,2,1,1,40,2,60000,0,"NoDeg",12,"Madison and Dane County",1,1
65,6,15,2,1,1,40,2,14000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
47,4,20,2,1,2,40,2,43200,0,"No",16,"Southwest and South Central Wisconsin",1,1
44,3,20,2,1,2,60,2,30000,0,"Yes",16,"West Central Wisconsin",1,1
41,1,12,2,4,2,40,2,26000,0,"NoDeg",14,"West Central Wisconsin",1,1
60,1,60,2,1,1,40,2,40000,0,"NoDeg",12,"East Central Wisconsin ",1,1
59,1,25,2,1,1,45,2,50000,0,"NoDeg",13,"East Central Wisconsin ",1,2
63,1,1,2,1,2,35,2,15000,0,"NoDeg",12,"East Central Wisconsin ",1,1
30,1,15,2,1,2,35,2,60000,0,"No",18,"Madison and Dane County",1,1
47,6,30,1,4,1,80,2,30000,0,"No",16,"Central Wisconsin ",3,1
62,2,75,2,5,2,45,2,75000,0,"Yes",18,"Milwaukee City",1,1
53,1,15,2,1,2,40,2,24000,0,"NoDeg",12,"Central Wisconsin ",1,1
52,7,35,2,1,1,38,2,366000,0,"Yes",18,"Waukesha County",1,6
37,6,40,2,1,2,8,2,5000,0,"Yes",16,"Waukesha County",1,1
38,1,15,2,1,1,48,2,44700,0,"NoDeg",13,"Madison and Dane County",1,1
24,1,35,2,5,2,40,2,32400,0,"NoDeg",14,"Milwaukee County",1,6
45,1,12,2,1,1,45,2,45900,0,"No",16,"Milwaukee County",1,1
61,1,20,2,1,1,45,2,59000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
72,7,1,2,1,1,35,2,40800,0,"Yes",16,"Madison and Dane County",1,1
51,1,30,2,3,2,45,2,100000,0,"NoDeg",14,"Northeast Wisconsin ",1,1
30,3,10,2,5,2,45,2,34000,0,"Yes",16,"West Central Wisconsin",1,1
44,1,15,2,1,1,45,2,100000,0,"Yes",16,"Milwaukee City",1,1
54,2,15,2,1,2,40,2,70000,0,"Yes",16,"Northeast Wisconsin ",1,1
71,3,25,2,2,2,4,1,1000,0,"NoDeg",14,"Central Wisconsin ",1,1
55,1,15,2,1,1,45,2,62000,0,"Yes",16,"West Central Wisconsin",1,1
43,1,25,2,1,2,40,2,60000,0,"NoDeg",14,"Madison and Dane County",1,1
54,1,40,2,1,1,60,2,84000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
56,1,20,2,3,2,40,2,39000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
37,1,15,2,1,1,44,2,49000,0,"NoDeg",14,"Madison and Dane County",1,1
47,1,25,2,1,2,40,2,24400,0,"NoDeg",13,"West Central Wisconsin",1,1
35,1,25,2,5,1,60,2,53000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
54,1,10,2,1,2,40,2,32000,0,"NoDeg",12,"East Central Wisconsin ",1,1
39,1,95,2,3,2,65,2,150000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
61,1,45,2,5,2,40,2,28000,0,"NoDeg",12,"West Central Wisconsin",1,1
55,1,146,2,1,1,40,2,32000,0,"NoDeg",12,"Northwest Wisconsin",1,1
59,7,20,2,2,1,40,2,31200,0,"NoDeg",12,"Milwaukee City",1,1
33,1,5,2,1,2,24,2,33000,0,"NoDeg",14,"Madison and Dane County",1,1
50,1,20,2,5,1,48,2,42000,0,"NoDeg",10,"West Central Wisconsin",1,1
51,3,30,2,1,1,40,2,43000,0,"Yes",16,"Northwest Wisconsin",1,1
56,1,15,2,1,1,56,2,80000,0,"NoDeg",12,"East Central Wisconsin ",1,1
57,1,35,2,1,1,40,2,40000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
48,6,146,2,1,1,50,2,266000,0,"NoDeg",12,"West Central Wisconsin",1,1
61,3,7,2,1,1,55,2,90000,0,"No",18,"Northeast Wisconsin ",1,1
53,2,50,2,1,1,40,2,72000,0,"No",18,"West Central Wisconsin",1,1
60,1,10,2,3,2,40,2,22500,0,"NoDeg",12,"Milwaukee County",1,1
48,6,15,2,1,1,25,2,15000,0,"No",16,"Waukesha County",1,1
51,1,15,2,5,2,40,2,36000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
51,1,40,2,3,2,40,2,9600,0,"NoDeg",12,"Central Wisconsin ",1,1
35,6,5,2,3,2,50,2,19000,0,"NoDeg",12,"West Central Wisconsin",1,1
63,1,15,2,1,2,24,2,14000,0,"NoDeg",12,"West Central Wisconsin",1,1
49,1,15,2,1,2,36,2,25000,0,"NoDeg",12,"Northwest Wisconsin",1,1
44,4,40,2,5,2,45,2,47000,0,"No",16,"Northeast Wisconsin ",1,1
49,1,1,2,1,2,40,2,68000,0,"Yes",16,"Northwest Wisconsin",1,1
54,1,15,2,1,2,40,2,35000,0,"NoDeg",12,"West Central Wisconsin",1,1
53,1,7,2,1,2,40,2,22900,0,"NoDeg",14,"Central Wisconsin ",1,1
47,1,20,2,1,1,50,2,77300,0,"Yes",16,"East Central Wisconsin ",1,1
38,1,35,2,3,1,40,2,27800,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,9
48,1,3,2,1,2,36,2,50000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
27,4,10,2,1,2,48,2,35000,0,"No",16,"Southwest and South Central Wisconsin ",1,1
26,1,6,2,5,1,40,2,24000,0,"NoDeg",12,"West Central Wisconsin",1,1
35,3,40,2,1,2,50,2,45000,0,"No",18,"East Central Wisconsin ",1,1
50,6,3,2,1,1,99,2,16000,0,"NoDeg",12,"Central Wisconsin ",1,1
55,1,45,2,1,2,36,2,76000,0,"Yes",16,"Madison and Dane County",1,1
38,1,13,2,5,2,40,2,55000,0,"Yes",16,"East Central Wisconsin ",1,1
59,1,18,2,1,1,41,2,56000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
33,6,2,2,1,1,80,2,65000,0,"NoDeg",8,"Central Wisconsin ",1,1
38,2,45,2,5,2,55,2,65000,0,"NoDeg",14,"Milwaukee City",1,1
52,1,45,2,1,1,60,2,165000,0,"Yes",18,"Madison and Dane County",1,1
50,1,25,2,1,2,40,2,55000,0,"No",16,"West Central Wisconsin",1,1
64,2,5,2,1,1,14,2,3000,0,"NoDeg",12,"Madison and Dane County",1,1
55,1,25,2,1,1,40,2,21600,0,"NoDeg",13,"Northwest Wisconsin",1,1
55,7,2,2,1,1,60,2,40000,0,"NoDeg",12,"West Central Wisconsin",1,1
66,6,28,2,1,2,5,2,6000,0,"No",16,"Southwest and South Central Wisconsin",1,1
61,1,8,2,1,1,45,2,50000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
57,1,75,2,3,1,55,2,92000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
45,1,10,2,3,2,40,1,21300,0,"NoDeg",13,"Northwest Wisconsin",1,1
49,4,40,2,1,1,40,2,101000,0,"NoDeg",14,"West Central Wisconsin",1,1
51,7,5,2,1,1,80,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
65,1,20,2,1,1,45,2,64000,0,"NoDeg",12,"East Central Wisconsin ",1,1
53,1,5,2,5,1,40,2,45000,0,"NoDeg",14,"West Central Wisconsin",1,1
49,1,5,2,1,1,50,2,58000,0,"NoDeg",12,"East Central Wisconsin ",1,1
34,1,45,2,1,2,15,2,13200,0,"NoDeg",12,"West Central Wisconsin",1,1
36,1,40,2,1,2,45,2,95000,0,"Yes",16,"Milwaukee City",1,2
25,3,5,2,1,2,50,2,36000,0,"No",16,"East Central Wisconsin ",1,1
46,1,15,2,1,1,43,2,175000,0,"No",16,"Northeast Wisconsin ",1,1
51,6,45,2,1,2,40,2,120001,0,"Yes",16,"Waukesha County",1,1
61,3,40,2,1,1,40,2,44000,0,"NoDeg",14,"East Central Wisconsin",1,1
37,1,45,1,5,1,40,2,90000,0,"Yes",16,"Milwaukee County",2,1
49,1,20,2,1,1,40,2,25000,0,"NoDeg",12,"Northwest Wisconsin",1,1
32,1,30,2,5,2,40,2,28000,0,"NoDeg",12,"West Central Wisconsin",1,1
36,1,12,2,1,1,50,2,70000,0,"NoDeg",14,"East Central Wisconsin ",1,1
27,3,15,2,1,2,40,2,44000,0,"Yes",18,"East Central Wisconsin ",1,1
42,2,20,2,1,2,50,2,42000,0,"No",16,"Milwaukee City",1,1
71,1,6,2,1,1,50,1,50000,0,"NoDeg",12,"Madison and Dane County",1,1
40,1,5,2,3,2,40,2,25000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
58,3,7,2,1,1,40,2,58000,0,"No",16,"West Central Wisconsin",1,1
39,1,15,2,1,1,45,2,31200,0,"NoDeg",12,"West Central Wisconsin",1,1
32,3,50,2,1,2,44,2,47000,0,"No",16,"Southwest and South Central Wisconsin",1,1
58,2,40,2,1,2,40,2,32000,0,"NoDeg",12,"Central Wisconsin ",1,1
56,1,20,2,1,1,50,2,180000,0,"Yes",18,"Waukesha County",1,1
63,3,20,2,1,1,40,2,72000,0,"Yes",18,"Southeast Wisconsin ",1,1
65,6,1,2,1,2,80,1,205000,0,"NoDeg",13,"Northwest Wisconsin",1,1
43,6,1,2,1,1,55,2,80000,0,"NoDeg",8,"Northwest Wisconsin",1,1
60,1,35,2,1,1,50,2,10000,0,"NoDeg",10,"Southwest and South Central Wisconsin",1,1
62,1,75,2,3,1,40,2,40000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
58,1,10,2,1,2,40,2,15000,0,"NoDeg",12,"Central Wisconsin ",1,1
54,1,15,2,1,1,50,2,48000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
35,4,30,2,1,2,40,2,60000,0,"No",18,"Southwest and South Central Wisconsin",1,1
72,1,10,2,3,2,32,2,21100,0,"No",16,"Milwaukee County",1,1
42,1,35,2,1,2,45,2,100000,0,"Yes",18,"Waukesha County",1,1
49,1,35,2,3,1,46,2,82000,0,"Yes",16,"Waukesha County",1,1
40,1,3,2,1,1,50,2,31200,0,"NoDeg",13,"Northeast Wisconsin ",1,1
40,1,12,2,1,2,32,2,30000,0,"NoDeg",12,"Central Wisconsin ",1,1
27,1,25,2,1,1,50,2,70000,0,"Yes",18,"East Central Wisconsin ",1,1
46,6,2,2,3,1,40,2,6000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
54,1,30,2,1,2,40,2,63000,0,"NoDeg",12,"Madison and Dane County",1,1
41,8,10,2,1,1,99,2,50000,0,"NoDeg",12,"Green Bay",1,1
41,1,35,2,1,1,50,1,52000,0,"NoDeg",12,"West Central Wisconsin",1,1
52,1,30,2,1,1,57,2,130000,0,"NoDeg",12,"Waukesha County",1,1
30,1,20,2,1,1,48,2,60000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
34,1,20,2,5,1,40,2,65000,0,"NoDeg",14,"Central Wisconsin ",1,1
43,5,5,2,1,1,45,2,70000,0,"NoDeg",13,"Madison and Dane County",1,1
40,1,1,2,3,2,42,2,39900,0,"NoDeg",12,"Madison and Dane County",1,1
75,2,15,2,5,2,32,2,22900,0,"No",18,"Milwaukee County",1,1
40,1,15,2,1,2,39,2,35000,0,"NoDeg",14,"East Central Wisconsin ",1,1
31,3,15,2,1,2,40,2,45000,0,"No",16,"Green Bay",1,1
39,1,90,2,1,1,40,2,110000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
52,1,10,1,1,1,35,2,12000,1,"NoDeg",9,"Milwaukee City",3,8
40,1,15,2,1,1,40,2,42000,0,"No",16,"Green Bay",1,1
44,1,40,2,1,1,45,2,42000,0,"NoDeg",12,"West Central Wisconsin",1,1
54,1,15,2,3,1,40,2,20000,0,"NoDeg",12,"East Central Wisconsin ",1,1
42,2,5,2,3,1,50,2,140000,0,"Yes",18,"Madison and Dane County",1,1
35,1,20,2,5,1,35,2,14850,0,"No",16,"Northeast Wisconsin ",1,1
51,1,1,2,1,1,40,2,98000,0,"NoDeg",13,"Madison and Dane County",1,1
56,1,20,2,3,1,60,2,46000,0,"NoDeg",12,"Northwest Wisconsin",1,1
37,1,2,2,1,1,50,2,366000,0,"NoDeg",12,"West Central Wisconsin",1,1
56,3,30,2,3,2,45,2,58000,0,"No",18,"West Central Wisconsin",1,1
70,2,5,2,1,1,80,2,75000,0,"NoDeg",13,"West Central Wisconsin",1,1
33,1,45,2,1,2,35,2,20000,0,"NoDeg",14,"West Central Wisconsin",1,1
38,2,15,2,3,2,33,2,36000,0,"NoDeg",13,"Madison and Dane County",1,1
43,3,5,2,1,1,65,2,69000,0,"No",18,"Southwest and South Central Wisconsin",1,1
75,1,30,2,2,2,12,2,5300,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
62,5,45,2,5,2,40,2,55000,0,"No",18,"West Central Wisconsin",1,1
49,1,25,2,1,1,50,2,40000,0,"NoDeg",14,"East Central Wisconsin ",1,1
53,1,25,2,1,1,50,2,160000,0,"No",16,"Waukesha County",1,1
52,6,10,2,1,1,40,2,27000,0,"NoDeg",12,"Central Wisconsin ",1,1
52,1,25,2,5,2,55,1,25000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
32,1,40,2,1,2,45,2,75000,0,"No",16,"Southwest and South Central Wisconsin",1,1
75,3,5,2,1,1,15,2,11000,0,"NoDeg",14,"West Central Wisconsin",1,1
57,1,30,2,1,1,50,2,89000,0,"NoDeg",13,"Northwest Wisconsin",1,1
49,5,10,2,1,1,40,2,188000,0,"No",16,"West Central Wisconsin",1,1
37,1,20,2,5,2,40,2,40400,0,"No",16,"Green Bay",1,1
47,1,35,2,1,2,55,2,110000,0,"Yes",16,"West Central Wisconsin",1,1
63,1,12,2,2,2,40,2,37000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
62,1,15,2,1,1,40,2,39600,0,"NoDeg",12,"Green Bay",1,1
58,1,15,2,1,1,40,2,32000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
29,1,30,2,1,2,25,2,26000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
25,2,45,2,1,2,40,2,22000,0,"NoDeg",13,"East Central Wisconsin ",1,1
60,1,40,2,1,1,40,2,71000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
47,2,20,2,1,2,50,2,52000,0,"Yes",18,"Southeast Wisconsin ",1,1
52,1,15,2,1,2,40,2,29000,0,"NoDeg",10,"Northwest Wisconsin",1,1
23,1,15,2,5,1,40,2,34000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
54,7,30,2,1,2,70,2,30000,0,"NoDeg",13,"Milwaukee County",1,1
47,1,25,2,3,1,46,2,37000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
37,1,20,2,1,1,55,2,48000,0,"NoDeg",13,"Green Bay",1,1
28,1,25,2,5,1,70,2,55000,0,"NoDeg",12,"West Central Wisconsin",1,1
60,1,25,2,1,2,40,2,22000,0,"NoDeg",12,"Northwest Wisconsin",1,1
55,1,45,2,1,1,45,2,78000,0,"NoDeg",13,"West Central Wisconsin",1,1
52,1,20,2,1,1,40,2,130000,0,"Yes",18,"Southwest and South Central Wisconsin",1,1
64,1,12,2,4,1,24,2,12500,0,"No",16,"Southwest and South Central Wisconsin",1,1
34,1,30,2,1,1,40,2,77000,0,"Yes",16,"Southeast Wisconsin ",1,1
23,1,50,2,1,1,60,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
26,1,20,2,1,1,30,2,20000,0,"NoDeg",12,"Madison and Dane County",1,1
26,1,35,2,1,2,50,2,70000,0,"Yes",16,"Central Wisconsin ",1,1
31,1,3,2,5,2,46,2,20000,0,"NoDeg",14,"Northwest Wisconsin",1,1
31,1,20,2,3,1,45,2,50000,0,"NoDeg",12,"East Central Wisconsin ",1,1
54,1,2,2,1,1,80,2,160000,0,"NoDeg",12,"Northwest Wisconsin",1,1
30,1,15,2,1,1,40,2,32000,0,"NoDeg",14,"Waukesha County",1,1
45,1,15,2,1,1,55,2,66000,0,"No",16,"Southeast Wisconsin ",1,1
64,6,10,2,3,1,50,2,20000,0,"No",16,"Madison and Dane County",1,1
65,3,20,2,1,1,40,2,42000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
28,2,50,2,1,2,40,2,33500,0,"No",16,"West Central Wisconsin",1,1
64,2,30,2,1,2,35,2,81000,0,"No",16,"Milwaukee County",1,1
56,1,10,2,1,1,50,2,92000,0,"No",16,"Southeast Wisconsin ",1,1
64,1,30,2,2,1,35,2,40000,0,"No",16,"Waukesha County",1,1
61,6,20,2,1,2,40,2,60000,0,"Yes",18,"Madison and Dane County",1,1
51,3,20,2,1,1,40,2,50000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
23,1,5,2,5,1,40,2,38800,0,"Yes",16,"Green Bay",1,1
56,1,40,2,1,1,40,2,30000,0,"NoDeg",12,"East Central Wisconsin ",1,1
53,1,10,2,1,1,40,2,45000,0,"NoDeg",12,"West Central Wisconsin",1,1
33,1,70,2,3,2,32,2,16700,0,"NoDeg",12,"East Central Wisconsin ",1,1
57,7,5,2,1,1,65,2,391000,0,"NoDeg",12,"Central Wisconsin ",1,1
35,1,40,2,5,2,40,2,40000,0,"NoDeg",12,"West Central Wisconsin",1,1
38,6,15,2,5,1,40,2,20000,0,"No",16,"Madison and Dane County",1,1
55,4,5,2,4,1,42,2,110000,0,"No",18,"Southwest and South Central Wisconsin",1,1
36,2,30,2,1,1,40,2,366000,1,"Yes",18,"Milwaukee City",2,1
62,1,9,2,5,1,35,2,22000,0,"NoDeg",13,"Northwest Wisconsin",1,1
62,2,20,2,1,1,50,2,110000,0,"No",16,"Milwaukee County",1,1
54,1,12,2,3,2,50,1,52000,0,"NoDeg",12,"Central Wisconsin ",1,1
51,1,20,2,1,2,50,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
58,1,15,2,5,2,18,1,20000,0,"NoDeg",13,"Northwest Wisconsin",1,1
44,1,45,2,1,1,40,2,70000,0,"NoDeg",12,"Northwest Wisconsin",1,1
50,1,10,2,1,1,40,2,396000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
26,1,10,2,1,2,33,2,7000,0,"NoDeg",12,"East Central Wisconsin ",1,1
55,6,25,2,1,2,20,2,2300,0,"NoDeg",12,"Southeast Wisconsin ",1,1
43,3,10,2,5,2,45,2,50000,0,"No",18,"Green Bay",1,1
57,1,75,2,1,1,40,2,40000,0,"NoDeg",12,"Northwest Wisconsin",1,1
52,1,40,2,3,1,42,2,49000,0,"No",16,"Central Wisconsin ",1,1
57,1,25,2,1,1,48,2,100000,0,"Yes",16,"East Central Wisconsin ",1,1
39,7,30,2,1,1,40,1,35000,0,"NoDeg",12,"West Central Wisconsin",1,1
40,6,35,2,1,1,50,2,15000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
67,1,45,2,1,1,40,2,19700,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
58,4,12,2,1,1,40,2,78000,0,"Yes",18,"East Central Wisconsin",1,1
49,1,15,2,1,1,60,2,65000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
63,4,25,2,1,2,40,2,67000,0,"Yes",16,"Madison and Dane County",1,1
34,1,25,2,3,1,40,2,55000,0,"No",18,"West Central Wisconsin",1,1
27,1,15,2,5,1,25,1,10000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
29,1,45,2,5,1,50,2,100000,0,"NoDeg",14,"Northeast Wisconsin ",1,1
38,1,21,2,1,1,50,2,65000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
56,1,23,2,1,2,40,2,44600,0,"NoDeg",12,"Green Bay",1,1
69,6,1,2,1,1,50,2,12000,0,"NoDeg",8,"Southwest and South Central Wisconsin",1,1
58,1,25,2,1,1,42,2,90000,0,"Yes",18,"Waukesha County",1,1
47,1,25,2,1,1,47,2,150000,0,"Yes",16,"Madison and Dane County",1,1
76,6,8,2,5,1,60,2,30000,0,"NoDeg",10,"Waukesha County",1,1
40,1,25,1,1,1,40,2,45000,1,"NoDeg",12,"East Central Wisconsin ",3,8
49,1,10,2,1,2,40,2,23000,0,"NoDeg",12,"East Central Wisconsin",1,1
34,1,10,2,1,1,40,2,42000,0,"No",16,"East Central Wisconsin ",1,1
72,3,10,2,3,1,25,2,35500,0,"Yes",18,"Milwaukee County",1,1
37,1,20,2,5,2,40,2,20000,0,"NoDeg",12,"Milwaukee City",1,2
56,6,35,2,5,1,35,2,45000,0,"NoDeg",12,"Northwest Wisconsin",1,1
41,7,1,2,1,1,75,2,50000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
42,2,10,2,1,2,45,2,36000,0,"No",18,"West Central Wisconsin",1,1
36,1,5,2,5,1,45,2,50000,0,"NoDeg",12,"Central Wisconsin ",1,1
61,1,30,2,1,1,20,2,130000,0,"NoDeg",12,"Madison and Dane County",1,1
49,1,40,2,3,1,50,2,65000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
39,1,20,2,1,1,50,2,32000,0,"NoDeg",12,"Waukesha County",1,1
63,2,8,2,3,1,40,1,70000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
40,1,30,2,1,1,50,2,100000,0,"No",16,"Milwaukee County",3,1
