"AGEP","COW","JWMNP","LANX","MAR","SEX","WKHP","DIS","PERNP","Hispanic","Stem","Education","Region","CIT2","RAC"
72,2,7,2,1,1,32,2,21000,0,"No",16,"Waukesha County",1,1
61,1,2,2,1,1,40,2,28000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
58,3,2,2,3,1,40,2,59000,0,"NoDeg",12,"East Central Wisconsin ",1,1
24,3,10,2,5,2,40,2,17100,0,"NoDeg",14,"Central Wisconsin ",1,1
52,6,10,2,1,1,70,2,40000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
52,1,30,2,1,2,40,2,25000,0,"No",16,"Northeast Wisconsin ",1,1
66,1,10,2,1,2,40,2,75000,0,"NoDeg",13,"Waukesha County",1,1
42,1,25,2,1,1,40,2,70000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
51,6,40,2,1,1,50,2,266000,0,"No",18,"Waukesha County",1,1
57,1,15,2,2,2,57,2,14000,0,"NoDeg",12,"Milwaukee City",1,2
62,2,5,2,5,1,65,2,25000,0,"No",18,"Southwest and South Central Wisconsin",1,1
31,1,35,2,1,1,40,2,80400,0,"Yes",18,"Madison and Dane County",1,1
62,1,20,2,1,1,20,2,8000,0,"NoDeg",12,"East Central Wisconsin ",1,1
37,1,10,2,1,1,40,2,90000,0,"Yes",16,"West Central Wisconsin",1,1
35,1,10,1,3,2,40,2,20000,0,"NoDeg",12,"Milwaukee City",3,6
51,2,40,2,1,1,50,2,74000,0,"Yes",18,"Central Wisconsin ",1,1
49,5,30,2,1,1,48,2,85000,0,"Yes",16,"Milwaukee City",1,1
46,2,40,2,1,2,40,2,109000,1,"No",16,"Madison and Dane County",1,1
39,1,80,2,1,1,40,2,70000,0,"NoDeg",13,"East Central Wisconsin",1,1
36,1,40,2,3,1,60,2,60000,0,"NoDeg",12,"West Central Wisconsin",1,1
45,1,20,2,1,1,50,2,70000,0,"Yes",16,"Northwest Wisconsin",1,1
69,3,1,2,1,2,10,2,17000,0,"No",16,"East Central Wisconsin ",1,1
61,1,10,2,3,2,50,2,49100,0,"No",16,"Northwest Wisconsin",1,1
55,1,40,1,3,1,50,2,28000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
55,1,5,2,2,1,40,2,50000,0,"NoDeg",12,"Central Wisconsin ",1,1
56,2,7,2,5,2,40,2,40000,0,"No",18,"Southwest and South Central Wisconsin",1,1
53,1,5,2,3,1,40,2,58000,0,"NoDeg",12,"West Central Wisconsin",1,1
68,2,20,2,1,1,40,2,80000,0,"No",20,"Milwaukee County",1,1
63,1,20,2,1,1,40,2,29000,0,"NoDeg",12,"Madison and Dane County",1,1
39,1,30,2,1,1,50,2,59300,0,"No",16,"Northeast Wisconsin ",1,1
46,1,20,2,1,1,40,2,45000,0,"NoDeg",12,"Madison and Dane County",1,1
62,2,40,2,1,1,50,2,52000,0,"Yes",18,"Waukesha County",1,1
51,1,15,2,3,1,40,1,40000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
31,6,2,2,5,1,30,2,13000,0,"NoDeg",10,"Northeast Wisconsin ",1,1
62,1,25,2,1,1,40,2,32000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
59,1,10,2,1,1,40,1,44000,0,"NoDeg",12,"West Central Wisconsin",1,1
55,1,18,2,1,1,58,2,86000,0,"NoDeg",12,"West Central Wisconsin",1,1
25,1,20,2,1,2,36,2,50000,0,"Yes",16,"East Central Wisconsin ",1,1
33,1,30,2,1,2,51,2,53020,0,"NoDeg",13,"East Central Wisconsin ",1,1
41,1,20,2,3,2,50,2,53000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
59,1,25,2,1,2,48,2,40000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
76,1,20,2,1,1,25,2,18000,0,"NoDeg",12,"Waukesha County",1,1
67,1,15,1,2,2,42,2,5300,0,"NoDeg",13,"West Central Wisconsin",2,1
67,6,40,2,1,1,50,2,266000,0,"NoDeg",12,"Central Wisconsin ",1,1
55,1,45,1,1,1,50,2,63000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
48,3,146,2,5,2,30,2,8000,0,"NoDeg",10,"Milwaukee City",1,2
44,1,20,2,1,1,50,2,70000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
65,1,15,2,3,1,50,2,40000,0,"NoDeg",12,"Central Wisconsin ",1,1
38,4,6,2,1,1,55,2,88000,0,"No",18,"West Central Wisconsin",1,1
53,1,20,2,3,2,30,2,16000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
47,7,15,2,1,1,40,2,107360,0,"NoDeg",13,"Waukesha County",1,1
52,6,1,1,3,1,65,2,80000,0,"NoDeg",12,"Central Wisconsin ",2,1
60,1,20,2,1,1,40,2,35000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
48,1,40,2,1,1,40,2,50000,0,"NoDeg",10,"Northeast Wisconsin ",1,1
32,1,50,2,5,2,40,2,61000,0,"No",16,"West Central Wisconsin",1,1
23,1,5,2,5,2,40,2,23000,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
57,1,7,2,5,2,8,2,6500,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
55,2,6,2,1,2,40,2,18000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
38,2,25,2,1,2,50,2,160000,0,"No",18,"Waukesha County",1,1
62,7,10,2,1,1,35,1,35900,0,"NoDeg",12,"Northeast Wisconsin ",1,1
58,1,10,2,1,1,40,2,44000,0,"NoDeg",12,"West Central Wisconsin",1,1
42,1,15,2,4,2,20,2,5000,0,"NoDeg",12,"Madison and Dane County",1,1
35,1,45,2,5,2,40,2,15000,0,"NoDeg",13,"Central Wisconsin ",1,1
53,1,20,2,1,2,20,2,11000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
54,1,10,2,3,1,60,2,150000,0,"Yes",16,"East Central Wisconsin ",1,1
57,6,1,2,1,1,40,2,4000,0,"NoDeg",12,"West Central Wisconsin",1,1
59,1,30,2,1,1,40,2,51000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
25,2,30,2,5,2,50,2,25000,0,"No",16,"West Central Wisconsin",1,1
54,3,23,2,1,1,56,2,69000,0,"No",16,"Northwest Wisconsin",1,1
41,1,10,2,1,1,40,2,60000,0,"NoDeg",14,"Southwest and South Central Wisconsin ",1,1
41,1,7,2,1,1,60,2,50000,0,"NoDeg",10,"East Central Wisconsin ",1,1
29,1,10,2,1,1,45,2,36700,0,"No",16,"West Central Wisconsin",1,1
29,1,20,2,5,2,30,2,8000,0,"NoDeg",12,"Northwest Wisconsin",1,1
31,1,25,2,1,1,45,2,37900,0,"NoDeg",14,"Central Wisconsin ",1,1
72,1,8,2,3,1,8,2,9000,0,"NoDeg",12,"Milwaukee County",1,1
60,1,13,2,1,1,65,2,130000,0,"Yes",16,"East Central Wisconsin ",1,1
49,1,20,2,3,2,40,2,70000,0,"NoDeg",12,"Madison and Dane County",1,1
50,1,40,2,1,2,50,2,60000,0,"NoDeg",12,"West Central Wisconsin",1,1
62,3,15,2,1,1,25,2,4200,0,"NoDeg",13,"East Central Wisconsin",1,1
60,1,30,2,5,1,40,2,59000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
59,6,5,2,1,1,60,2,45000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
58,2,20,1,1,1,45,2,4500,1,"NoDeg",14,"Milwaukee City",1,1
54,1,20,2,1,2,40,2,22400,0,"NoDeg",12,"West Central Wisconsin",1,1
46,2,30,2,1,2,50,2,113000,0,"Yes",20,"East Central Wisconsin ",1,1
57,1,90,2,1,2,60,1,116000,0,"No",16,"West Central Wisconsin",1,1
67,1,10,1,2,2,14,2,6500,0,"NoDeg",10,"East Central Wisconsin",3,1
38,1,5,2,3,1,25,2,18000,0,"NoDeg",12,"West Central Wisconsin",1,1
70,1,15,2,1,1,32,2,14000,0,"NoDeg",12,"Milwaukee City",1,2
48,1,10,2,1,1,60,2,70000,0,"No",16,"East Central Wisconsin ",1,1
47,6,1,2,1,1,30,2,20000,0,"NoDeg",11,"West Central Wisconsin",1,1
56,4,20,2,5,2,45,2,69000,0,"NoDeg",12,"Madison and Dane County",1,1
21,1,30,1,5,1,40,2,20000,0,"NoDeg",12,"Northwest Wisconsin",1,3
75,1,60,2,5,1,20,1,10000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
42,2,10,1,1,1,40,2,80000,0,"NoDeg",14,"Milwaukee County",2,1
78,3,8,2,5,1,9,2,5000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
42,1,30,2,4,2,40,1,50000,0,"NoDeg",12,"East Central Wisconsin ",1,1
27,1,5,2,5,2,38,2,22500,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
47,1,10,2,1,1,50,2,150000,0,"NoDeg",13,"Central Wisconsin ",1,1
22,1,5,2,5,2,40,2,24100,0,"NoDeg",13,"Northwest Wisconsin",1,1
34,1,10,2,1,2,40,2,24000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
31,7,25,2,1,1,45,2,68000,0,"NoDeg",12,"West Central Wisconsin",1,1
33,6,1,2,5,1,50,2,7200,0,"No",16,"Milwaukee County",1,1
21,1,15,1,5,1,40,2,30000,1,"NoDeg",12,"Southeast Wisconsin ",1,1
48,1,45,2,5,1,45,2,81000,0,"Yes",16,"West Central Wisconsin",1,1
40,1,20,2,1,2,40,2,10000,0,"NoDeg",12,"East Central Wisconsin ",1,1
54,4,30,2,3,2,8,2,8300,0,"NoDeg",12,"Southeast Wisconsin ",1,1
28,1,7,2,1,1,40,2,58000,0,"NoDeg",12,"Northwest Wisconsin",1,1
27,1,5,2,5,1,40,2,21000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
30,1,55,2,5,2,36,2,20000,0,"NoDeg",14,"West Central Wisconsin",1,1
39,1,45,2,1,1,50,2,100000,0,"NoDeg",12,"Northwest Wisconsin",1,1
60,6,3,2,1,1,50,2,1000,0,"No",16,"West Central Wisconsin",1,1
58,3,30,2,1,1,45,2,75000,0,"NoDeg",13,"Madison and Dane County",1,1
47,6,1,2,5,2,60,2,50000,0,"Yes",16,"Madison and Dane County",1,1
32,1,10,2,5,1,40,2,9600,0,"No",16,"Milwaukee City",1,1
41,1,15,2,1,2,45,1,51000,0,"NoDeg",13,"East Central Wisconsin ",1,1
50,1,45,2,1,2,20,2,35000,0,"NoDeg",12,"Milwaukee City",1,1
32,1,40,1,2,2,40,2,18100,1,"NoDeg",12,"Milwaukee City",3,1
23,2,15,2,5,2,20,2,9400,0,"Yes",16,"Madison and Dane County",1,1
64,2,7,2,1,1,24,2,21100,0,"Yes",18,"West Central Wisconsin",1,1
57,1,60,2,5,2,20,2,8000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
62,7,1,2,1,1,40,2,139000,0,"No",16,"Northwest Wisconsin",1,1
38,1,40,2,5,1,20,2,13700,0,"NoDeg",13,"East Central Wisconsin ",1,6
59,2,15,2,5,1,30,2,24100,0,"No",18,"Milwaukee City",1,1
52,6,1,1,1,2,25,2,32000,1,"No",16,"Southeast Wisconsin ",2,1
24,1,26,1,1,1,40,2,28000,1,"NoDeg",12,"Milwaukee City",1,1
72,1,10,2,2,2,40,2,36770,0,"NoDeg",12,"East Central Wisconsin",1,1
29,1,30,2,1,1,40,2,38000,0,"NoDeg",12,"Milwaukee City",1,2
42,3,10,2,1,1,40,2,33300,0,"Yes",16,"Northwest Wisconsin",1,3
71,2,10,2,1,2,6,2,1800,0,"NoDeg",12,"East Central Wisconsin",1,1
51,4,5,2,1,1,17,2,14800,0,"NoDeg",12,"Northeast Wisconsin ",1,1
60,1,15,2,3,1,35,2,13000,0,"NoDeg",12,"Green Bay",1,1
49,7,5,2,1,1,60,2,32000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
40,1,2,2,1,1,60,2,70000,0,"NoDeg",8,"Central Wisconsin ",1,1
49,1,30,2,1,1,50,2,119000,0,"Yes",16,"West Central Wisconsin",1,1
42,2,15,2,1,1,40,2,78000,0,"NoDeg",14,"Milwaukee City",1,2
37,3,8,2,1,2,40,2,60000,0,"Yes",18,"East Central Wisconsin ",1,1
44,1,25,2,1,1,42,2,85000,0,"Yes",16,"Waukesha County",1,1
32,1,40,2,1,1,50,2,53000,0,"NoDeg",13,"Green Bay",1,1
41,1,20,2,1,1,65,2,366000,0,"No",18,"Milwaukee County",1,1
55,1,12,2,3,2,28,2,31000,0,"NoDeg",14,"Waukesha County",1,1
36,1,5,2,1,2,40,2,29000,0,"NoDeg",13,"East Central Wisconsin",1,1
26,1,15,2,5,2,40,1,23000,0,"NoDeg",13,"Milwaukee City",1,1
52,1,25,2,1,1,43,2,67000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
51,1,30,2,5,1,40,2,25000,0,"NoDeg",12,"East Central Wisconsin ",1,1
45,1,15,2,1,1,40,2,34000,0,"NoDeg",12,"West Central Wisconsin",1,1
66,1,1,2,1,2,40,2,29200,0,"No",16,"West Central Wisconsin",1,1
44,1,20,2,2,1,55,1,60000,0,"NoDeg",12,"Milwaukee City",1,1
55,1,5,2,2,2,50,2,7000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
23,1,30,2,5,2,25,2,8000,0,"NoDeg",11,"Central Wisconsin ",1,1
34,1,10,2,1,1,43,2,42000,0,"Yes",16,"Milwaukee City",1,1
46,1,2,2,1,2,40,2,53000,0,"Yes",16,"Northeast Wisconsin ",1,1
24,1,5,2,5,2,29,2,11000,0,"NoDeg",12,"East Central Wisconsin",1,9
61,2,45,2,1,2,40,2,40000,0,"NoDeg",12,"Green Bay",1,1
58,1,50,2,1,1,55,2,50000,0,"NoDeg",12,"East Central Wisconsin ",1,1
49,4,15,2,5,2,50,2,113000,0,"No",20,"Madison and Dane County",1,1
34,6,5,2,1,1,40,2,13000,0,"NoDeg",14,"West Central Wisconsin",1,1
21,1,30,2,5,1,60,2,35000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
78,1,20,2,1,1,25,2,12000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
69,1,7,2,3,2,17,2,6500,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
43,1,10,2,3,2,40,2,48000,0,"NoDeg",12,"Madison and Dane County",1,1
36,1,7,2,4,1,40,2,40000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
34,1,50,2,1,1,40,2,36400,0,"NoDeg",14,"Northwest Wisconsin",1,1
56,1,40,2,5,1,45,2,74000,0,"NoDeg",13,"West Central Wisconsin",1,1
50,7,32,2,1,1,40,2,55000,0,"NoDeg",13,"East Central Wisconsin ",1,1
58,1,30,2,1,1,45,2,45000,0,"NoDeg",14,"East Central Wisconsin ",1,1
57,1,146,1,1,1,50,2,65000,1,"Yes",16,"Milwaukee City",3,1
25,1,30,2,5,1,48,2,45000,0,"NoDeg",13,"West Central Wisconsin",1,1
24,1,15,2,5,1,45,2,60000,0,"Yes",16,"Southeast Wisconsin ",1,1
57,3,30,2,1,2,38,2,42000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
39,1,20,2,3,1,40,1,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
31,1,5,1,5,1,40,2,40000,0,"Yes",20,"Milwaukee City",3,6
35,1,12,1,1,1,55,2,24000,1,"NoDeg",12,"Southeast Wisconsin ",2,1
63,2,30,2,1,1,60,2,366000,0,"Yes",18,"West Central Wisconsin",1,1
32,1,35,2,5,1,40,2,45000,0,"NoDeg",13,"Central Wisconsin ",1,1
56,2,35,2,1,1,40,2,50000,0,"No",16,"Northeast Wisconsin ",1,1
54,1,23,2,1,1,50,2,70000,0,"NoDeg",14,"Waukesha County",1,1
54,1,10,2,1,1,60,2,120000,0,"NoDeg",12,"Waukesha County",1,1
46,1,45,2,1,2,38,2,50000,0,"NoDeg",14,"Madison and Dane County",1,1
48,6,60,2,1,1,35,2,30000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
50,1,30,2,3,1,45,2,63000,0,"NoDeg",14,"Madison and Dane County",1,1
26,1,30,2,5,2,40,2,31200,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
37,1,20,2,1,1,40,2,65000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
32,3,15,2,1,2,50,2,38500,0,"No",16,"Southwest and South Central Wisconsin",1,1
53,1,30,1,1,1,60,2,150000,0,"NoDeg",13,"Waukesha County",1,1
54,1,15,2,2,2,40,2,70000,0,"No",16,"Waukesha County",1,1
60,4,20,2,1,1,16,1,14900,0,"No",16,"Madison and Dane County",1,1
44,1,5,2,1,1,60,2,180000,0,"Yes",18,"West Central Wisconsin",1,1
49,1,3,1,1,1,25,2,7700,0,"NoDeg",10,"West Central Wisconsin",2,6
48,1,30,2,5,1,40,2,18000,0,"NoDeg",10,"Northeast Wisconsin ",1,1
35,1,60,2,1,1,60,2,366000,0,"Yes",16,"Waukesha County",1,1
58,3,30,2,1,2,45,2,59500,0,"No",18,"Central Wisconsin ",1,1
50,5,15,2,3,2,45,2,68000,0,"NoDeg",12,"Central Wisconsin ",1,1
56,2,30,2,1,2,40,2,26000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
36,1,10,2,1,2,26,2,53000,0,"NoDeg",14,"West Central Wisconsin",1,1
46,1,25,2,5,1,45,2,36000,0,"NoDeg",13,"Waukesha County",1,1
29,1,146,2,5,1,50,2,70000,0,"No",18,"East Central Wisconsin ",1,1
55,2,10,2,1,2,40,2,48000,0,"No",16,"East Central Wisconsin",1,1
49,1,15,2,1,1,50,2,366000,0,"Yes",18,"Waukesha County",1,1
38,1,5,1,5,2,40,2,26000,1,"NoDeg",12,"Milwaukee City",1,1
60,1,20,2,1,1,48,2,50000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
25,1,25,2,5,1,40,2,30000,0,"NoDeg",14,"Green Bay",1,3
47,1,15,2,1,1,50,2,125000,0,"No",16,"Northeast Wisconsin ",1,1
53,1,20,2,1,1,48,2,75000,0,"NoDeg",13,"Central Wisconsin ",1,1
44,1,31,2,1,1,45,2,60000,0,"NoDeg",14,"Central Wisconsin ",1,1
46,7,10,2,5,1,50,2,8000,0,"NoDeg",12,"East Central Wisconsin ",1,1
50,1,15,2,1,2,38,2,30000,0,"NoDeg",12,"Central Wisconsin ",1,1
29,2,20,2,1,1,45,2,45000,0,"No",16,"Milwaukee County",1,1
24,1,20,2,5,2,42,2,25300,0,"Yes",16,"Madison and Dane County",1,1
59,1,25,2,1,2,40,2,33600,0,"NoDeg",12,"Central Wisconsin ",1,1
53,7,20,2,3,1,40,2,16000,0,"No",16,"Milwaukee County",1,1
50,1,40,2,3,1,40,2,19800,1,"NoDeg",12,"Milwaukee City",3,1
29,2,15,2,1,2,40,2,60000,0,"Yes",16,"Milwaukee County",1,1
42,4,10,2,1,1,40,2,36000,0,"NoDeg",13,"East Central Wisconsin ",1,1
34,1,30,2,3,1,45,2,23000,0,"NoDeg",13,"Milwaukee City",1,2
40,1,5,2,1,2,75,2,27000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
22,1,15,2,5,2,30,2,17000,0,"NoDeg",13,"Madison and Dane County",1,1
64,1,15,2,1,2,20,2,9300,0,"NoDeg",13,"Green Bay",1,1
48,1,5,2,1,1,50,2,120000,0,"Yes",18,"Northeast Wisconsin ",1,1
48,6,20,2,1,2,20,2,20020,0,"NoDeg",12,"East Central Wisconsin",1,1
35,1,45,2,5,2,36,2,2500,0,"No",16,"Northeast Wisconsin ",1,1
32,1,45,2,5,1,35,2,18700,0,"NoDeg",14,"Milwaukee City",1,1
44,1,25,2,1,1,50,2,366000,0,"Yes",18,"Milwaukee County",1,1
51,2,5,1,5,2,50,2,51000,0,"NoDeg",12,"Northwest Wisconsin",1,3
30,1,12,2,5,2,48,2,40000,0,"NoDeg",12,"West Central Wisconsin",1,1
55,7,1,2,1,1,99,2,100000,0,"NoDeg",12,"West Central Wisconsin",1,1
47,7,1,2,1,2,40,2,20000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
56,3,13,2,3,2,60,2,65000,0,"No",18,"Southwest and South Central Wisconsin ",1,1
51,1,32,2,3,2,70,2,50000,0,"NoDeg",12,"Milwaukee County",1,1
54,2,25,2,1,1,33,2,17000,0,"NoDeg",12,"Northwest Wisconsin",1,1
57,1,30,2,5,2,40,1,24000,0,"NoDeg",13,"Milwaukee City",1,2
24,1,30,2,5,1,45,2,21000,0,"NoDeg",13,"West Central Wisconsin",1,1
60,1,5,2,1,2,50,2,60000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
48,1,30,2,1,2,40,2,28000,0,"No",16,"Northwest Wisconsin",1,1
42,1,25,2,1,2,36,2,60000,0,"No",16,"Southwest and South Central Wisconsin",1,1
46,3,25,2,1,2,45,2,80000,0,"Yes",18,"East Central Wisconsin ",1,1
41,1,15,2,1,2,36,2,22000,1,"NoDeg",14,"Southeast Wisconsin ",1,1
53,1,40,2,1,2,45,2,100000,0,"Yes",18,"Madison and Dane County",1,1
33,1,20,1,3,2,30,1,29000,1,"NoDeg",13,"Milwaukee City",1,8
35,1,20,2,5,1,40,2,26000,0,"NoDeg",12,"Milwaukee City",1,2
62,1,40,2,5,1,40,2,40000,0,"No",16,"West Central Wisconsin",1,1
31,1,15,2,5,1,45,2,44000,0,"Yes",16,"Madison and Dane County",1,1
53,1,45,2,1,2,40,2,101000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
64,1,40,2,1,1,40,2,43000,0,"NoDeg",12,"Madison and Dane County",1,1
33,4,10,2,1,1,50,2,49400,0,"No",18,"Green Bay",1,1
52,3,30,2,1,1,40,2,60000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
83,1,45,2,3,2,24,2,9900,0,"NoDeg",12,"Waukesha County",1,1
48,1,20,2,5,2,36,2,46000,0,"NoDeg",12,"Central Wisconsin ",1,3
41,1,50,2,1,2,45,2,76000,0,"Yes",16,"Southeast Wisconsin ",1,1
46,1,1,2,3,2,20,2,25700,0,"NoDeg",13,"Milwaukee City",1,2
57,1,5,2,1,1,50,2,50000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
54,1,30,1,1,1,50,2,366000,0,"Yes",18,"Waukesha County",1,1
50,1,18,2,1,1,40,2,58500,0,"No",16,"West Central Wisconsin",1,1
38,1,7,2,1,2,28,2,12000,0,"NoDeg",14,"Northwest Wisconsin",1,1
53,5,20,2,1,1,40,2,57000,0,"NoDeg",12,"East Central Wisconsin ",1,1
43,1,75,2,1,1,40,2,66000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
46,1,2,2,3,2,40,2,40000,0,"NoDeg",12,"Central Wisconsin ",1,1
33,2,15,2,1,2,40,2,60000,0,"Yes",16,"Milwaukee City",1,1
36,1,12,2,1,1,40,2,150000,0,"Yes",18,"Madison and Dane County",1,1
68,2,65,2,1,1,10,1,5700,0,"No",18,"East Central Wisconsin",1,1
56,2,30,2,3,1,40,1,29000,0,"NoDeg",12,"West Central Wisconsin",1,1
48,1,15,2,3,1,60,2,24000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
28,1,60,2,5,1,40,2,45000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
48,1,90,2,5,1,40,2,61000,0,"NoDeg",14,"East Central Wisconsin ",1,1
56,1,60,2,1,2,40,2,23000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
52,1,50,2,1,1,42,2,64000,0,"NoDeg",12,"East Central Wisconsin",1,1
62,3,10,2,4,2,40,2,70000,0,"No",16,"East Central Wisconsin ",1,1
29,6,1,2,1,1,50,2,35000,0,"No",16,"Southwest and South Central Wisconsin ",1,1
32,1,25,2,5,1,40,2,30000,0,"NoDeg",13,"Madison and Dane County",1,1
57,1,15,2,1,1,40,2,45000,0,"No",16,"West Central Wisconsin",1,1
45,3,146,2,1,2,45,2,62000,0,"No",16,"Central Wisconsin ",1,1
63,1,30,2,1,1,40,2,49400,0,"NoDeg",13,"Green Bay",1,1
55,1,45,2,1,1,53,2,50000,0,"NoDeg",13,"Madison and Dane County",1,1
58,1,5,2,1,2,30,2,14100,0,"NoDeg",13,"West Central Wisconsin",1,1
26,1,5,2,1,2,32,2,10000,0,"NoDeg",12,"West Central Wisconsin",1,1
60,7,3,2,1,2,30,2,50000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
40,3,5,2,1,2,28,2,13000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
52,1,1,2,3,2,60,2,110000,0,"Yes",16,"Southeast Wisconsin ",1,1
59,6,45,1,1,2,10,2,7000,0,"NoDeg",0,"East Central Wisconsin",2,1
33,4,20,2,1,1,55,2,53000,0,"Yes",20,"West Central Wisconsin",1,1
65,1,25,2,2,2,15,2,20000,0,"No",16,"Waukesha County",1,1
39,1,39,2,1,2,40,2,36000,0,"NoDeg",13,"Green Bay",1,1
50,1,13,2,3,2,36,2,18000,0,"NoDeg",0,"Milwaukee City",1,1
38,1,15,2,5,1,50,2,67000,0,"NoDeg",14,"West Central Wisconsin",1,1
45,5,5,2,5,1,50,2,78000,1,"No",16,"Milwaukee County",1,1
78,1,25,2,5,1,30,2,19500,0,"NoDeg",12,"West Central Wisconsin",1,1
45,2,55,2,1,1,70,2,90000,0,"NoDeg",12,"West Central Wisconsin",1,1
36,1,10,2,1,1,50,2,32000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
29,1,20,2,1,1,55,2,97000,0,"NoDeg",14,"Northeast Wisconsin ",1,1
79,1,20,2,1,1,40,2,20000,0,"NoDeg",13,"East Central Wisconsin ",1,1
23,1,60,2,1,2,40,2,29500,0,"NoDeg",12,"Central Wisconsin ",1,1
26,1,4,2,1,2,40,2,35000,0,"Yes",16,"East Central Wisconsin",1,1
56,1,90,2,2,2,18,2,5000,0,"NoDeg",12,"East Central Wisconsin ",1,1
62,1,10,2,1,2,17,2,9500,0,"NoDeg",12,"Central Wisconsin ",1,1
56,7,60,1,1,1,40,2,56000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
60,1,30,2,3,1,40,2,35000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
53,1,30,2,1,2,26,2,16000,0,"No",16,"Central Wisconsin ",1,1
27,1,10,1,1,2,20,2,8000,1,"NoDeg",12,"Central Wisconsin ",3,1
29,1,15,2,1,2,40,2,35000,0,"NoDeg",14,"West Central Wisconsin",1,1
71,4,15,2,1,1,40,2,90000,0,"Yes",20,"West Central Wisconsin",1,1
60,1,12,2,1,1,45,2,125000,0,"Yes",18,"Southeast Wisconsin ",1,1
62,1,45,2,1,1,35,2,70000,0,"Yes",16,"Waukesha County",1,1
22,1,25,2,5,1,40,2,32000,0,"NoDeg",12,"West Central Wisconsin",1,1
71,2,20,2,1,2,3,2,5000,0,"Yes",16,"Milwaukee County",1,1
54,7,10,2,1,1,40,2,41000,0,"NoDeg",12,"East Central Wisconsin ",1,1
46,1,20,2,1,2,40,2,100000,0,"No",16,"East Central Wisconsin",1,1
53,7,4,2,3,2,50,2,24300,0,"No",16,"Milwaukee City",1,1
57,4,60,2,5,2,40,2,93000,0,"No",18,"Southeast Wisconsin ",1,1
48,1,5,1,3,1,40,2,12000,1,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
54,1,20,2,1,1,60,2,65000,0,"NoDeg",12,"West Central Wisconsin",1,1
36,1,10,2,1,2,40,2,28000,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
25,2,25,2,1,2,42,2,65000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
38,1,30,2,1,1,50,2,33000,0,"Yes",16,"West Central Wisconsin",1,1
60,1,60,2,1,1,40,2,55000,0,"No",16,"West Central Wisconsin",1,1
